vel_max_go10coh,acc_max_go10coh,total_dist_go10coh,vel_max_nogo10coh,acc_max_nogo10coh,total_dist_nogo10coh,vel_max_go50coh,acc_max_go50coh,total_dist_go50coh,vel_max_nogo50coh,acc_max_nogo50coh,total_dist_nogo50coh,vel_max_go80coh,acc_max_go80coh,total_dist_go80coh,vel_max_nogo80coh,acc_max_nogo80coh,total_dist_nogo80coh,vel_max_go,acc_max_go,total_dist_go,vel_max_nogo,acc_max_nogo,total_dist_nogo,meanRT_go.y,meanRT_stop.y,sdRT_go.y,sdRT_nogo.y,dda,stop_accuracy.y,meanRT_go_10.y,meanRT_go_50.y,meanRT_go_80.y,meanRT_stop_10.y,meanRT_stop_50.y,meanRT_stop_80.y,Gender,Age,A,B,C,D,E,F,G,H,IN,vol,go_acc,ssrt_integ,ssrt0.1,ssrt0.5,ssrt0.8,meanITGo,meanmt
6.388909621,274.0047657,0.741316231,5.216645898,194.1539881,0.434453454,6.138056597,196.627786,0.58796552,4.287974545,109.4618014,0.212445545,7.180352346,241.4051987,0.651365336,5.359031208,175.0691164,0.275678635,13.92913841,351.3038337,1.830457548,4.121932495,113.9957766,0.2460166,1.913903509,1.798060302,0.334694924,0.513939147,0.24537037,0.583333333,1.878448711,1.927855157,1.929392551,1.752522588,2.010610175,1.617550982,female,18,9,24,7,9,9,8,17,17,8,0,0.530092593,0.79042165,0.766302715,0.728045055,0.868687309,1.091801179,1.00409199
11.5730532,251.2206051,0.45854243,5.952415093,149.0327783,0.35393832,5.617021294,198.3045802,0.342984957,6.15480312,182.2630504,0.266370262,8.725205987,217.6327229,0.37880319,6.57459546,173.237724,0.325913489,16.17902581,380.3438255,2.008320666,6.035150211,140.0903208,0.319545448,0.893968793,0.791527678,0.290832178,0.235877211,0.497685185,0.458333333,0.862081531,0.92717501,0.890169201,0.890061337,0.719256111,0.772651799,male,18,26,17,14,16,20,12,32,22,11,0,0.976851852,NA,NA,NA,NA,0.180919672,0.735811809
6.175492314,175.3203963,0.482777824,4.870015624,134.6069495,0.236384159,5.958639162,164.9254334,0.516112502,5.217169175,144.9553785,0.234912054,6.902008107,223.5008152,0.4774452,5.787908793,186.2709664,0.286889747,13.61442273,311.8327532,2.039353616,5.218664706,133.2812534,0.293887802,1.388418639,1.182113734,0.374043749,0.461350052,0.446759259,0.465277778,1.372973382,1.391817579,1.401938578,1.117766346,1.306278696,1.134984446,male,27,10,19,17,6,8,10,18,15,4,0,0.956018519,1.344770326,1.269705231,1.528297485,1.266298155,0.377553001,1.047223341
12.76135529,255.952011,1.48044545,6.025197205,156.3628255,0.299385531,7.099315755,191.9717716,1.599825081,6.387602303,196.183646,0.302382036,9.311725509,168.0753702,0.850416452,5.009874596,158.5102951,0.323390034,13.55430439,309.8783181,2.224225989,6.724171935,163.080908,0.369107062,1.225246142,0.894115317,0.334194615,0.338846894,0.344907407,0.354166667,1.233906051,1.252148276,1.195029295,0.772837063,0.896822271,0.984689959,female,21,34,24,26,16,23,21,44,29,6,0,0.715277778,NA,NA,NA,NA,0.224445658,1.092585643
5.379441943,148.4662925,0.570303008,2.985512085,101.706309,0.179083519,5.439876247,110.2371742,0.559815417,2.872109132,98.48530896,0.14198901,5.998266743,114.5000562,0.654000037,3.524889548,107.6464086,0.173234202,10.02262047,227.2367075,2.122122463,5.725885828,143.1492036,0.428984647,1.253881782,1.011519546,0.32646773,0.253288,0.5625,0.055555556,1.217037613,1.30562726,1.236518692,1.013498142,1.025247494,0.995388186,female,19,17,18,19,14,18,11,29,23,6,0,0.956018519,NA,NA,NA,NA,0.242740133,1.056347934
6.333906987,245.4865194,0.429000764,6.151564269,213.7068981,0.22955476,6.968048205,258.3502392,0.435765395,6.11035133,215.1846142,0.211320211,5.384789663,185.0028172,0.397532554,5.08069987,121.7237235,0.239791419,15.41152245,382.844601,2.032484876,5.056725976,146.1634149,0.223839262,1.880259749,1.636299806,0.237842254,0.277540073,0.449074074,0.527777778,1.856993745,1.893607795,1.885286762,1.641718426,1.606956787,1.66952814,male,18,21,22,10,10,18,16,34,14,9,0,0.907407407,1.039246856,1.003219323,1.041035211,1.035438343,0.986473032,0.92934488
11.6244341,305.3333062,2.20412761,7.134193563,205.2589343,0.590929342,12.94480867,369.6511988,2.206137424,8.736356374,293.9850617,0.489438324,15.10886917,252.5976933,1.653947746,8.501843975,206.8771907,0.849567551,12.34136693,285.2174571,2.11078346,7.889616082,204.7522899,0.603994835,1.34087113,1.197081543,0.384385063,0.479125978,0.231481481,0.347222222,1.359253801,1.384952578,1.287149683,1.117401532,1.183647486,1.272724288,female,19,17,32,27,5,18,23,41,25,8,0,0.506944444,NA,NA,NA,NA,0.816068296,1.199183438
2.802559614,92.06264803,0.291229013,3.303193765,97.12450869,0.198104605,6.228957796,92.73753905,0.418128282,3.815932475,103.0855163,0.225894921,3.750301152,101.0230201,0.383292515,3.748958647,108.4701497,0.203661327,10.2634139,220.2776645,1.957897149,3.560497138,84.48703983,0.233281825,1.496691344,1.165711284,0.331373231,0.230488334,0.474537037,0.5,1.495738167,1.472698958,1.520411038,1.191742965,1.161257237,1.144440977,female,18,8,17,12,8,1,8,9,9,5,0,0.962962963,1.065811735,1.046849473,1.157162512,0.929682041,0.683965347,0.837805627
6.327782754,189.1164851,0.601039411,4.79643188,133.8891154,0.266652386,9.280310588,200.6801705,0.376099158,4.551923808,122.1151612,0.311235971,9.584086451,174.1903477,0.522834763,5.617177939,143.4753584,0.386038919,14.8597582,319.7975888,2.100367742,4.729020364,107.4864641,0.285436,1.107646105,0.918366734,0.363133407,0.201993679,0.5,0.479166667,1.08320896,1.135386661,1.100069251,0.899979822,0.885608978,0.986894298,male,21,16,27,11,9,7,11,18,18,9,0,0.965277778,NA,NA,NA,NA,0.231727235,0.8978228
4.932082874,140.1066601,0.746590125,4.145367848,122.750922,0.251302388,5.300538584,129.6359981,0.741740287,3.321493109,96.15201086,0.255860371,9.691528218,126.1248953,0.893890649,3.393712219,105.3495585,0.236462274,11.0151451,232.6261368,2.168503957,3.892998014,91.55598785,0.276984835,1.099795202,0.843747866,0.268114958,0.23636918,0.37962963,0.416666667,1.089484968,1.05948441,1.147858042,0.845377024,0.808613943,0.868238364,female,18,23,20,9,4,18,13,31,11,9,0,0.805555556,NA,NA,NA,NA,0.231243738,0.978790776
3.231330094,101.8970468,0.274523823,3.43015869,81.23928524,0.205086361,3.258533149,98.01559301,0.359780175,3.137492876,84.51747067,0.29233656,3.494145398,115.5191291,0.386590015,3.6674759,120.0904757,0.367865998,9.883959779,218.5399197,1.881420892,3.460853795,84.11116374,0.274273554,1.926140969,1.493191109,0.285904676,0.426637747,0.409722222,0.527777778,1.932223402,1.93050541,1.916071249,1.405883908,1.415650102,1.642674267,male,18,17,14,15,4,8,9,17,14,6,0,0.831018519,1.313855346,1.319875429,1.398441035,1.250405204,0.781040954,1.183885341
14.61127057,367.3590371,1.005629311,9.100008649,344.6359391,0.269077998,11.75990385,406.9761225,0.918452802,7.772777033,317.3289445,0.298319888,11.53138636,342.5652541,0.995385171,7.148918625,252.7158876,0.25864392,16.0035629,411.5746652,1.583518876,6.673083125,216.1945625,0.278271673,1.744419927,1.468669038,0.465623312,0.536941688,0.263888889,0.520833333,1.720090929,1.718338251,1.790994938,1.539641069,1.448797983,1.417568062,male,18,12,19,9,4,9,8,17,13,6,0,0.539351852,0.682484055,0.67659678,0.705801876,0.62835779,1.025897102,1.080911205
6.068231806,158.4199252,0.474281402,5.339569824,155.092621,0.250336642,6.728107988,200.4143376,0.501673692,4.638566762,121.0123245,0.266743571,5.176299996,156.6224698,0.389100324,4.297390289,108.1887276,0.221528073,13.70603611,306.0688262,2.127501207,4.586081248,114.5901038,0.257164022,1.629937454,1.239172671,0.365433057,0.32812496,0.428240741,0.5,1.654905783,1.617321399,1.620688637,1.256998093,1.183395034,1.266363587,female,19,12,12,18,9,11,10,21,16,7,0,0.856481481,1.161468803,1.315902529,1.061802021,1.185939162,0.717699887,0.985588847
5.022631327,140.7294931,0.568703269,4.111421579,120.4303047,0.219526683,8.90455166,161.8807807,0.661811607,4.624040872,165.2245286,0.243247789,5.048673096,180.6620147,0.488671682,3.833826554,129.5907957,0.22879243,11.76826396,269.3026766,1.832908012,5.002363247,134.4869085,0.28902096,1.215882318,1.071410226,0.266374402,0.3421902,0.43287037,0.465277778,1.221398766,1.217486995,1.208980304,1.082179461,1.105707198,1.032397432,male,21,28,26,19,10,22,14,36,23,5,0,0.884259259,1.087205484,0.995439881,1.088638242,1.146213384,0.395178653,0.86084063
4.343585198,155.9095085,0.410063053,4.048911833,118.6579459,0.210786137,4.453678575,140.6822836,0.279749764,3.807289532,95.0457432,0.274295666,3.623012373,113.633688,0.299579563,3.66625101,80.21754046,0.220090336,11.71989045,265.2972263,1.970513068,3.544382243,82.09560801,0.244810767,1.859129025,1.630676368,0.309596944,0.340995018,0.4375,0.527777778,1.854230167,1.868185658,1.855113676,1.593435658,1.717849871,1.575990549,female,20,6,19,4,5,4,9,13,8,8,0,0.895833333,1.096290705,1.124522072,1.146245904,1.057430445,0.806853424,1.094273789
7.199168013,159.348258,0.432372764,3.569631816,140.9797523,0.248135521,3.640883205,159.0592141,0.313991121,3.919703019,108.8623668,0.334449295,3.618303457,128.0131056,0.40571855,4.623418956,144.0835895,0.274830844,10.52513432,255.3624046,2.056266668,3.976688163,100.0564258,0.310080469,1.265023773,0.956150547,0.368808618,0.241532591,0.472222222,0.465277778,1.253664059,1.290731214,1.248440089,0.99052571,0.921845913,0.967933523,male,19,16,17,8,7,15,8,23,11,4,0,0.967592593,NA,NA,NA,NA,0.214739454,1.079688137
5.448964617,161.4160157,0.794909574,5.237291185,180.0944429,0.355103724,5.218031405,191.6181862,0.567807779,5.719331214,187.6099538,0.496223376,5.335775065,157.4537676,0.612854368,6.958477777,182.5620816,0.762060153,11.33179308,282.8317643,1.908251316,5.002429032,138.173713,0.355683832,1.721361805,1.289557973,0.405134641,0.496356046,0.430555556,0.534722222,1.713962833,1.777415205,1.660203802,1.461559524,1.260594504,1.129566865,female,20,12,14,5,10,10,7,17,13,6,0,0.800925926,1.345189736,1.237732202,1.457201615,1.23344042,0.871979846,0.944254738
7.096045548,271.590218,0.606976974,5.980665516,205.911658,0.306871608,7.702559182,271.8820638,0.77950056,5.689490113,207.190515,0.379097721,7.101091377,247.959065,0.696815587,4.124153462,137.5152225,0.250834248,14.48829271,393.0728661,1.981747156,4.860324916,151.6762142,0.27206672,1.767864376,1.313459901,0.384930296,0.436510752,0.344907407,0.520833333,1.747112589,1.809924745,1.750043994,1.212152875,1.474126458,1.288270836,female,18,19,15,8,17,15,6,21,18,12,0,0.715277778,1.015553999,1.066673204,0.981691074,0.978927129,0.951120611,0.988345557
6.526291835,134.354542,0.744789134,3.695131286,136.0127493,0.292746674,11.01026366,165.2212687,0.657278539,3.1639521,111.9769465,0.246406311,7.377253714,187.4157191,0.772890305,4.21798432,123.350919,0.300730568,13.16265105,272.0761322,2.19175105,7.975079898,186.7721025,0.633157733,1.102408533,0.924126444,0.212604718,0.276386996,0.414351852,0.083333333,1.106976741,1.10066502,1.099976776,0.948666777,0.886037562,0.941639718,male,18,20,27,15,10,14,14,28,18,10,0,0.868055556,NA,NA,NA,NA,0.091490329,1.041864243
4.357656031,153.4076741,0.446103929,4.001243137,97.82572977,0.187590125,5.128523415,153.3495298,0.583643995,4.150166563,150.6586237,0.18015351,4.733276924,165.9508724,0.519440069,4.785905199,146.5426383,0.216158117,12.09600031,294.8994458,1.811269099,3.71456058,100.5235692,0.189878002,1.976300205,1.857405512,0.291480844,0.379663142,0.456018519,0.548611111,2.005949283,1.957727638,1.969239995,1.850845993,1.854311554,1.867233406,female,18,13,11,6,13,8,2,10,12,8,0,0.694444444,0.922246122,0.9511118,0.920320329,0.93118171,1.172306347,0.865600584
6.654311301,254.0034376,0.578145099,5.453642553,189.049196,0.291231698,5.947981604,184.8417974,0.543572711,4.804367611,142.3426644,0.232824656,7.156480496,215.2343993,0.619137512,6.00081078,203.6512729,0.227177803,12.00109362,298.5148782,1.887211953,4.971480744,140.2782132,0.288950674,1.428845558,1.10971687,0.362326566,0.295554489,0.414351852,0.472222222,1.427157213,1.40431101,1.454867458,1.08474803,1.095003211,1.138353279,male,18,9,32,19,1,7,24,31,21,9,0,0.840277778,1.215534793,1.183658942,1.099049391,1.348437235,0.569384402,0.963903109
7.85062172,245.2685004,0.616862664,4.717887989,143.0396766,0.296226661,8.000320513,267.0449523,0.583936459,4.648640582,113.8793132,0.229161904,5.954312371,153.4622045,0.548680081,4.523106629,177.7764485,0.289088036,10.28182325,256.2887795,1.778266519,3.705607366,108.4360215,0.262400978,1.617811523,1.142438879,0.419422444,0.381828148,0.337962963,0.486111111,1.650669694,1.634632494,1.562564149,1.227179119,1.126542019,1.079691446,male,19,7,18,7,8,4,14,18,11,7,0,0.729166667,1.221403392,1.199887067,1.322267308,1.019251044,0.687941025,1.17224134
6.693989711,210.0402194,2.246434289,5.594747675,149.5720681,0.421727348,7.266337154,222.2211586,2.075758672,4.734635067,154.1050167,0.417396633,7.617797693,221.7552771,0.940412207,3.990971584,104.0028025,0.331376768,12.15416462,298.7034107,1.96699441,4.683071498,119.3460176,0.362140948,1.135381827,0.975385378,0.292416207,0.229611273,0.261574074,0.493055556,1.166432307,1.101203549,1.133033475,0.9942906,0.98650693,0.943086002,male,19,12,27,11,11,12,13,25,19,10,0,0.548611111,NA,NA,NA,1.039056284,0.446979549,0.778195916
5.704815687,217.2701154,0.234909137,5.260910308,146.1330159,0.208778133,5.809731632,209.9118884,0.28243949,6.042988913,190.2089828,0.273171522,6.75028526,217.570055,0.294110261,5.606480341,170.8655193,0.275802571,16.65826489,402.1698433,1.946822004,5.088121914,142.1951351,0.245072813,2.03302747,1.989826744,0.132820359,0.205751159,0.590277778,0.541666667,2.03057888,2.03457203,2.034078282,1.972927003,2.070784855,1.939256039,female,19,10,11,5,14,4,3,7,12,7,0,0.851851852,0.891665533,0.901983216,0.868486012,0.919702269,1.154313178,0.930106363
5.077045885,201.3040638,0.266284265,6.108010222,174.3014493,0.233146141,5.869025574,213.6327368,0.231677244,7.377444778,233.8177573,0.235915617,5.008028371,217.2682765,0.302198661,6.243143471,199.7576526,0.253390766,16.96770819,426.0492783,1.888651165,6.087973934,175.125174,0.235219607,2.04082523,2.044110848,0.134430919,0.125132178,0.412037037,0.548611111,2.036116274,2.047682924,2.037642497,2.0526824,2.0190792,2.07012507,female,18,6,26,18,4,8,16,24,16,16,0,0.819444444,0.827779743,0.818584468,0.856540967,0.811727178,1.233697812,0.846675812
5.03261507,181.6034228,0.656301374,4.567844763,145.7461129,0.250218465,5.491203719,202.3365018,0.707045044,3.924229144,115.9071487,0.502091841,5.884241936,161.7652353,0.603444295,4.221115252,121.2488857,0.2593851,10.28914642,253.2254299,1.855989157,4.218141754,116.5121043,0.294727768,1.827111361,1.57618539,0.407828868,0.508263636,0.351851852,0.513888889,1.787000382,1.864351083,1.830730425,1.612763091,1.488054047,1.630787174,male,18,9,24,13,4,9,10,19,15,15,0,0.717592593,0.941200749,0.880472325,0.952255917,1.005112513,0.802294099,1.128089576
